region,lon,lat,e,d,date,road_type,accident_type,collision_type,severity,weather,vehicle_type,car_brand,age
Hradec Kralove,16.28861447701376,50.17048914936133,-1050404,-609183,02.09.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,MAZDA,41
Hradec Kralove,16.037204695531706,50.28608582154999,-1035596,-625550,08.09.2025,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,JAWA,16
Hradec Kralove,16.218120610467714,50.25053717493778,-1040992,-613185,20.09.2025,First Class Road,Moving Vehicle Collision,Rear,Serious,Good,Motorcycle,KAWASAKI,52
Hradec Kralove,16.104491693325905,50.26307545873218,-1038688,-621078,28.09.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,BMW,52
Hradec Kralove,16.214693910794388,50.14451964335379,-1052682,-614756,29.09.2025,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,RENAULT,81
Hradec Kralove,16.31495883559121,50.13459988835405,-1054581,-607757,30.09.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,VOLKSWAGEN,52
Hradec Kralove,16.361179655294624,50.113475900549325,-1057283,-604733,06.10.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Truck,ŠKODA,21
Hradec Kralove,16.361179655294624,50.113475900549325,-1057283,-604733,06.10.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,BMW,73
Hradec Kralove,16.0863862768319,50.1435808736405,-1051745,-623880,13.10.2025,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Light Rain,Car,VOLKSWAGEN,40
Hradec Kralove,16.0863862768319,50.1435808736405,-1051745,-623880,13.10.2025,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Light Rain,Car,ŠKODA,63
Hradec Kralove,16.25331072702051,50.20555459650167,-1046246,-611252,20.10.2025,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,JAWA,47
Hradec Kralove,16.28940172576727,50.123954378149634,-1055554,-609705,26.10.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Rain,Car,ŠKODA,82
Hradec Kralove,16.065261022727757,50.28166505917056,-1036314,-623620,17.12.2025,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,BMW,20
Hradec Kralove,15.89446476584639,50.56843920122827,-1003223,-631985,05.01.2025,Local Road,Moving Vehicle Collision,Frontal,Slight,Ice,Car,ŠKODA,20
Hradec Kralove,15.877431430649361,50.594903853242165,-1000158,-632839,10.01.2025,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Snow,Car,ŠKODA,32
Hradec Kralove,15.700328995677225,50.609812427030406,-997029,-645094,11.01.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Snow,Car,ŠKODA,19
Hradec Kralove,15.700328995677225,50.609812427030406,-997029,-645094,11.01.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Snow,Car,RENAULT,74
Hradec Kralove,15.893288352345909,50.494403263506335,-1011393,-633030,25.01.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,FORD,41
Hradec Kralove,15.782497693710491,50.68509283506757,-989404,-638328,07.02.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Serious,Good,Car,BMW,57
Hradec Kralove,15.869237982028483,50.47237447416104,-1013627,-635012,01.03.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Snow,Car,HYUNDAI,49
Hradec Kralove,15.821721760314148,50.441385380292054,-1016654,-638768,12.03.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,47
Hradec Kralove,16.0792386515899,50.511708200673596,-1011006,-619703,16.03.2025,Local Road,Train Collision,Frontal,Slight,Good,Car,ŠKODA,72
Hradec Kralove,15.829996045549008,50.60749349535245,-998373,-636010,18.03.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,46
Hradec Kralove,15.798248131457592,50.41755188199888,-1019090,-640737,20.03.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,DACIA,54
Hradec Kralove,15.900713194796877,50.5072426099303,-1010036,-632340,24.03.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Fog,Motorcycle,HONDA,17
Hradec Kralove,15.87909441380711,50.484901233751245,-1012325,-634154,03.04.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Serious,Good,Motorcycle,SUZUKI,39
Hradec Kralove,15.766396962043776,50.5213857256855,-1007353,-641616,01.05.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Serious,Good,Motorcycle,BMW,46
Hradec Kralove,15.927475947906377,50.56659012213256,-1003700,-629686,13.05.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,42
Hradec Kralove,15.918346982921314,50.5667773611324,-1003604,-630326,27.05.2025,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,DACIA,39
Hradec Kralove,15.918575829354811,50.525640925028384,-1008151,-630843,30.05.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,PEUGEOT,29
Hradec Kralove,15.63561255259841,50.624781598747504,-994827,-649442,03.06.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,TOYOTA,43
Hradec Kralove,15.63561255259841,50.624781598747504,-994827,-649442,03.06.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,VOLKSWAGEN,53
Hradec Kralove,15.891976278910514,50.58037202745894,-1001884,-632005,09.06.2025,Local Road,Moving Vehicle Collision,Side (Lateral),Serious,Good,Car,CHEVROLET,60
Hradec Kralove,15.908604786700396,50.56543371530482,-1003672,-631029,13.06.2025,Local Road,Moving Vehicle Collision,Side (Lateral),Serious,Good,Motorcycle,YAMAHA,36
Hradec Kralove,15.809396368648104,50.43174234072948,-1017616,-639764,13.06.2025,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,50
Hradec Kralove,15.659179074436185,50.608540263916325,-996821,-648003,19.06.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,FIAT,45
Hradec Kralove,15.659179074436185,50.608540263916325,-996821,-648003,19.06.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Truck,VOLKSWAGEN,37
Hradec Kralove,15.822194342284298,50.439909395612304,-1016821,-638754,21.06.2025,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,GILERA,43
Hradec Kralove,15.867780996422319,50.46851734164654,-1014041,-635165,27.06.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Truck,MAN,28
Hradec Kralove,15.867780996422319,50.46851734164654,-1014041,-635165,27.06.2025,First Class Road,Moving Vehicle Collision,Frontal,Fatal,Good,Car,FORD,34
Hradec Kralove,15.629808482845457,50.57843537669696,-999896,-650470,02.07.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,19
Hradec Kralove,15.629808482845457,50.57843537669696,-999896,-650470,02.07.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,HONDA,61
Hradec Kralove,15.731513205221603,50.58610228293655,-999911,-643216,29.07.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,23
Hradec Kralove,15.731513205221603,50.58610228293655,-999911,-643216,29.07.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,FIAT,34
Hradec Kralove,15.984411840274221,50.54677088546065,-1006358,-625934,01.08.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Rain,Car,ŠKODA,35
Hradec Kralove,15.76214426042939,50.58169924851667,-1000655,-641120,03.08.2025,First Class Road,Moving Vehicle Collision,From Side (T-bone),Serious,Good,Car,ŠKODA,40
Hradec Kralove,15.899107859993851,50.56314818980876,-1003846,-631727,08.08.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,APRILIA,20
Hradec Kralove,15.603981051258106,50.72434431918498,-983562,-650328,09.08.2025,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,PIAGGIO,61
Hradec Kralove,15.816292093921458,50.42979391281483,-1017889,-639303,09.08.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,BMW,47
Hradec Kralove,15.8969786342053,50.5666000696604,-1003447,-631832,15.08.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,AUDI,48
Hradec Kralove,15.873215160539031,50.426591231595324,-1018718,-635328,17.08.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,23
Hradec Kralove,15.915823731990223,50.52956228885043,-1007695,-630986,15.08.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,26
Hradec Kralove,15.591470377453783,50.5886192656937,-998444,-653029,23.08.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,FIAT,30
Hradec Kralove,15.621123321840807,50.615442690975144,-995735,-650585,24.08.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,SUZUKI,56
Hradec Kralove,15.621123321840807,50.615442690975144,-995735,-650585,24.08.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,HYUNDAI,68
Hradec Kralove,15.901582243329642,50.50861110723074,-1009892,-632261,29.08.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,FORD,22
Hradec Kralove,15.948989677881702,50.5745648856215,-1002996,-628069,01.09.2025,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,FORD,76
Hradec Kralove,15.805865015994637,50.434878239261856,-1017240,-639972,04.09.2025,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,82
Hradec Kralove,15.860789712469423,50.44107018194349,-1017015,-636016,09.09.2025,First Class Road,Moving Vehicle Collision,Frontal,Fatal,Good,Car,ŠKODA,42
Hradec Kralove,15.860789712469423,50.44107018194349,-1017015,-636016,09.09.2025,First Class Road,Moving Vehicle Collision,Frontal,Fatal,Good,Car,FORD,31
Hradec Kralove,15.736794147047915,50.53647605033081,-1005437,-643501,13.09.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,PEUGEOT,46
Hradec Kralove,15.909962605871144,50.56508272106104,-1003722,-630938,20.09.2025,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HONDA,20
Hradec Kralove,16.066473750852282,50.507042304529065,-1011418,-620662,25.09.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Rain,Car,ŠKODA,39
Hradec Kralove,15.89975588803297,50.55801958377613,-1004418,-631748,02.10.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,RENAULT,20
Hradec Kralove,15.863008090542705,50.42860992597047,-1018410,-636022,09.10.2025,Second Class Road,Moving Vehicle Collision,Frontal,Serious,Light Rain,Car,SUBARU,37
Hradec Kralove,15.863008090542705,50.42860992597047,-1018410,-636022,09.10.2025,Second Class Road,Moving Vehicle Collision,Frontal,Serious,Light Rain,Car,VOLKSWAGEN,68
Hradec Kralove,15.751481543667866,50.344970962164375,-1026713,-644996,14.10.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Light Rain,Car,VOLKSWAGEN,60
Hradec Kralove,15.794068835980767,50.526810162073716,-1006986,-639596,26.10.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,OPEL,39
Hradec Kralove,16.02482286487979,50.50745605820007,-1011033,-623592,07.11.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,HYUNDAI,19
Hradec Kralove,15.915735990190845,50.520242419434055,-1008724,-631113,10.11.2025,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,46
Hradec Kralove,15.959684168389165,50.57483545811108,-1003054,-627313,20.11.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,VOLKSWAGEN,23
Hradec Kralove,15.751423016567195,50.34505702398269,-1026703,-644999,30.11.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,66
Hradec Kralove,15.880704330321283,50.42163354905485,-1019328,-634864,04.12.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,37
Hradec Kralove,16.07020825922056,50.50459321074475,-1011719,-620430,14.12.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,VOLKSWAGEN,64
Hradec Kralove,15.893089940140898,50.494171143129876,-1011417,-633047,20.12.2025,First Class Road,Moving Vehicle Collision,Frontal,Serious,Light Rain,Car with Trailer,SEAT,46
Hradec Kralove,15.893089940140898,50.494171143129876,-1011417,-633047,20.12.2025,First Class Road,Moving Vehicle Collision,Frontal,Serious,Light Rain,Car,MERCEDES,44
Hradec Kralove,15.897763400080747,50.56512017893416,-1003617,-631796,22.12.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,SUZUKI,31
Hradec Kralove,15.878964966556037,50.58930763054019,-1000789,-632804,29.12.2025,First Class Road,Moving Vehicle Collision,Frontal,Serious,Light Rain,Car,FORD,49
Hradec Kralove,15.878964966556037,50.58930763054019,-1000789,-632804,29.12.2025,First Class Road,Moving Vehicle Collision,Frontal,Serious,Light Rain,Car,ŠKODA,47
Hradec Kralove,15.740111965052245,50.14975447914763,-1048177,-648381,03.02.2025,Highway,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,CITROEN,43
Hradec Kralove,15.73961906661382,50.149752773920824,-1048173,-648416,20.05.2025,Highway,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,BMW,43
Hradec Kralove,15.678744002628706,50.135906170136444,-1049183,-652920,18.06.2025,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,32
Hradec Kralove,15.429583016932044,50.13091908851789,-1047572,-670669,02.07.2025,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,BMW,27
Hradec Kralove,15.764077969810284,50.196406110759476,-1043228,-646065,04.08.2025,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,82
Hradec Kralove,15.764077969810284,50.196406110759476,-1043228,-646065,04.08.2025,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,28
Pardubice,15.538477504029917,50.13512167432748,-1048060,-662885,13.08.2025,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,79
Hradec Kralove,15.772326774692418,50.21554484280418,-1041184,-645228,16.08.2025,Highway,Moving Vehicle Collision,Rear,Slight,Rain,Car,VOLVO,24
Central Bohemia,15.37041198295818,50.12860890554737,-1047305,-674899,19.08.2025,Highway,Moving Vehicle Collision,Side (Lateral),Slight,Good,Bus,KAROSA,41
Pardubice,15.617828736556998,50.136077959132884,-1048641,-657241,30.09.2025,Highway,Moving Vehicle Collision,Frontal,Serious,Good,Truck,IVECO,21
Pardubice,15.583622866298025,50.12815983294543,-1049220,-659775,19.10.2025,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,BMW,24
Hradec Kralove,15.76321269543643,50.17709924460519,-1045353,-646381,10.12.2025,Highway,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,RENAULT,20
South Moravia,16.585455353657004,49.48363387262757,-1128677,-596337,10.01.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,28
South Moravia,16.585455353657004,49.48363387262757,-1128677,-596337,10.01.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ALFA-ROMEO,47
South Moravia,16.687864293598825,49.53362415879127,-1123944,-588368,20.01.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,50
South Moravia,16.606847765499065,49.49392522112713,-1127706,-594673,04.02.2025,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,19
South Moravia,16.614380166535565,49.52494412288928,-1124335,-593760,19.02.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,38
South Moravia,16.614380166535565,49.52494412288928,-1124335,-593760,19.02.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,FORD,51
South Moravia,16.67290233634765,49.510586717758585,-1126376,-589718,28.02.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,RENAULT,24
South Moravia,16.67290233634765,49.510586717758585,-1126376,-589718,28.02.2025,Second Class Road,Moving Vehicle Collision,Frontal,Serious,Good,Car,ŠKODA,41
South Moravia,16.641058644247817,49.3702990661175,-1141641,-593681,05.03.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,PEUGEOT,23
South Moravia,16.752578785502926,49.341706512374095,-1145664,-585964,08.03.2025,Second Class Road,Moving Vehicle Collision,Frontal,Serious,Good,Motorcycle,YAMAHA,20
South Moravia,16.65309514385184,49.36701163824708,-1142098,-592851,20.03.2025,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,HONDA,69
South Moravia,16.770371506321688,49.395504582333345,-1139851,-584048,23.03.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,CITROEN,40
South Moravia,16.719110798339855,49.57239357929248,-1119897,-585662,25.03.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Fog,Car,DACIA,53
South Moravia,16.719110798339855,49.57239357929248,-1119897,-585662,25.03.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Fog,Car,CITROEN,51
South Moravia,16.575223580260268,49.5584533517983,-1120325,-596176,28.03.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,24
South Moravia,16.55232788979459,49.34237560026978,-1144035,-600423,31.03.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Light Rain,Car,ŠKODA,66
South Moravia,16.55232788979459,49.34237560026978,-1144035,-600423,31.03.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Light Rain,Car,OPEL,49
South Moravia,16.66555626115374,49.42102817352941,-1136222,-591310,04.04.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,APRILIA,32
South Moravia,16.645760716098444,49.35479311072462,-1143392,-593526,17.04.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,HONDA,20
South Moravia,16.511984057748837,49.51900441086436,-1124191,-601201,17.04.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,FIAT,50
South Moravia,16.511984057748837,49.51900441086436,-1124191,-601201,17.04.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,TOYOTA,29
South Moravia,16.64342180705141,49.49190113883365,-1128214,-592063,26.04.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,HYUNDAI,61
South Moravia,16.652567113203794,49.349275096389334,-1144055,-593100,06.05.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,39
South Moravia,16.652567113203794,49.349275096389334,-1144055,-593100,06.05.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,PEUGEOT,41
South Moravia,16.81717344985053,49.37487858211257,-1142489,-580910,07.05.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,AUDI,48
South Moravia,16.81717344985053,49.37487858211257,-1142489,-580910,07.05.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,CITROEN,33
South Moravia,16.661281082492835,49.35193086647106,-1143829,-592439,07.05.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Truck,PEUGEOT,35
South Moravia,16.550627865090714,49.35249415517819,-1142903,-600424,11.05.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,44
South Moravia,16.550627865090714,49.35249415517819,-1142903,-600424,11.05.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,BMW,51
South Moravia,16.527697441628934,49.55670213630671,-1120147,-599615,22.05.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,44
